"","x"
"3373","355_REFRIGERATOR                             "
"3374","355_REFRIGERATOR 10                          "
"3375","355_REFRIGERATORS                            "
"3376","355_relocation of vehicle                    "
"3377","355_Remoce tree by bldg 19                   "
"3378","355_Remove Chainlink fence on east           "
"3379","355_renovations                              "
"3380","355_rep ext wall 1046 & 1048                 "
"3381","355_repair asphalt/parking lot               "
"3382","355_repair sidewalks                         "
"3383","355_repairs 1048 2048 1046 2046              "
"3384","355_repairs 23 19 8 16bld 11&13              "
"3385","355_repairs to asphalt                       "
"3386","355_repairs to unit 1105                     "
"3387","355_repairs to unit 1106                     "
"3388","355_repairs to unit 2071                     "
"3389","355_repairs to unit 2106                     "
"3390","355_Repl. sign for Office wall               "
"3391","355_Replce ext. building lights              "
"3392","355_resurf ctops #1105                       "
"3393","355_Rmve wood floor in bathroom              "
"3394","355_sealcoat and mark parking lot            "
"3395","355_Sidewalk & curb repairs                  "
"3396","355_Stove                                    "
"3397","355_STOVE                                    "
"3398","355_Subfloor to 3ct unit                     "
"3399","355_supervision                              "
"3400","355_Supervision                              "
"3401","355_Supervision 3/08                         "
"3402","355_Supervision 4/08                         "
"3403","355_Supervision Bldg Damage                  "
"3404","355_SUPPLIES                                 "
"3405","355_Tennis Court Demo sod tree ins           "
"3406","355_Tool                                     "
"3407","355_tuckpoint brick/touch up paint           "
"3408","355_TWO 1.5 CONDENSER & ONE 2.0              "
"3409","355_two dishwashers                          "
"3410","355_two water heaters                        "
"3411","355_vacuum pump                              "
"3412","355_VACUUM PUMP & R                          "
"3413","355_vent hood                                "
"3414","355_Vent Hood                                "
