assetno,descr,svcdate,cost,boyaccumdepr,depr2013,yecccumdepr,taxnbv,deprmeth,life,propno,group,yearsinsvc,remyears,diminimusnbv,supervision,suprnbv
209,C. Moore Exp Reimb                           ,3/1/2012,42.97,1.24,1.56,2.80,40.17,S/L,27.5,335,Capital Improvements,1.84,25.66,40.17,N,0.00
210,C. Moore expense report                      ,4/1/2012,113.42,2.92,4.12,7.04,106.38,S/L,27.5,335,Capital Improvements,1.75,25.75,106.38,N,0.00
211,Appliances                                   ,4/1/2013,5046.12,0.00,3027.67,3027.67,2018.45,200DB,5.0,335,Furniture & Fixtures,0.75,4.25,0.00,N,0.00
212,Appliances                                   ,5/1/2013,10664.39,0.00,6398.64,6398.64,4265.75,200DB,5.0,335,Furniture & Fixtures,0.67,4.33,0.00,N,0.00
213,Appliances                                   ,10/1/2013,12413.07,0.00,7447.85,7447.85,4965.22,200DB,5.0,335,Furniture & Fixtures,0.25,4.75,0.00,N,0.00
214,Appliances                                   ,11/1/2013,15358.78,0.00,9215.27,9215.27,6143.51,200DB,5.0,335,Furniture & Fixtures,0.16,4.84,0.00,N,0.00
215,Appliances                                   ,12/1/2013,23300.32,0.00,13980.19,13980.19,9320.13,200DB,5.0,335,Furniture & Fixtures,0.08,4.92,0.00,N,0.00
216,Chris Moore Expense Report                   ,4/1/2012,220.64,5.68,8.02,13.70,206.94,S/L,27.5,335,Capital Improvements,1.75,25.75,0.00,N,0.00
217,Appliances                                   ,9/1/2013,23684.45,0.00,14210.67,14210.67,9473.78,200DB,5.0,335,Furniture & Fixtures,0.33,4.67,0.00,N,0.00
218,Clubhouse Camera Trench                      ,3/1/2012,1756.50,50.57,63.87,114.44,1642.06,S/L,27.5,335,Capital Improvements,1.84,25.66,0.00,N,0.00
219,Clubhouse Contract                           ,5/1/2012,35417.00,804.93,1287.89,2092.82,33324.18,S/L,27.5,335,Capital Improvements,1.67,25.83,0.00,N,0.00
220,Clubhouse Improvements                       ,7/1/2012,5696.50,94.94,207.15,302.09,5394.41,S/L,27.5,335,Capital Improvements,1.50,26.00,0.00,N,0.00
221,Clubhouse Improvements                       ,5/1/2012,14587.69,331.54,530.46,862.00,13725.69,S/L,27.5,335,Capital Improvements,1.67,25.83,0.00,N,0.00
222,Clubhouse Material                           ,3/1/2012,20000.00,575.76,727.27,1303.03,18696.97,S/L,27.5,335,Capital Improvements,1.84,25.66,0.00,N,0.00
223,Clubhouse Remodel                            ,3/1/2012,1500.00,43.18,54.55,97.73,1402.27,S/L,27.5,335,Capital Improvements,1.84,25.66,0.00,N,0.00
224,Appliances                                   ,8/1/2013,39264.72,0.00,23558.83,23558.83,15705.89,200DB,5.0,335,Furniture & Fixtures,0.42,4.58,0.00,N,0.00
225,Appliances                                   ,7/1/2013,46108.44,0.00,27665.06,27665.06,18443.38,200DB,5.0,335,Furniture & Fixtures,0.50,4.50,0.00,N,0.00
226,Clubhouse Renovations                        ,5/1/2012,1487.54,33.81,54.09,87.90,1399.64,S/L,27.5,335,Capital Improvements,1.67,25.83,0.00,N,0.00
227,Balconies                                    ,5/1/2013,9724.00,0.00,221.00,221.00,9503.00,S/L,27.5,335,Capital Improvements,0.67,26.83,0.00,N,0.00
228,Balconies                                    ,10/1/2013,21312.00,0.00,161.45,161.45,21150.55,S/L,27.5,335,Capital Improvements,0.25,27.25,0.00,N,0.00
229,Balconies                                    ,3/1/2013,48597.04,0.00,1399.01,1399.01,47198.03,S/L,27.5,335,Capital Improvements,0.84,26.66,0.00,N,0.00
230,Balconies                                    ,11/1/2013,77107.32,0.00,350.49,350.49,76756.83,S/L,27.5,335,Capital Improvements,0.16,27.34,0.00,N,0.00
231,Balconies                                    ,2/1/2013,85127.68,0.00,2708.61,2708.61,82419.07,S/L,27.5,335,Capital Improvements,0.91,26.59,0.00,N,0.00
232,Communications Alarms-Office                 ,9/1/2012,3817.87,40.49,138.83,179.32,3638.55,S/L,27.5,335,Capital Improvements,1.33,26.17,0.00,N,0.00
233,Communications Alarms-Office                 ,7/1/2012,10425.49,173.76,379.11,552.87,9872.62,S/L,27.5,335,Capital Improvements,1.50,26.00,0.00,N,0.00
234,Balconies                                    ,7/1/2013,106578.40,0.00,1776.31,1776.31,104802.09,S/L,27.5,335,Capital Improvements,0.50,27.00,0.00,N,0.00
235,Balconies                                    ,12/1/2013,196696.81,0.00,298.03,298.03,196398.78,S/L,27.5,335,Capital Improvements,0.08,27.42,0.00,N,0.00
236,Balconies                                    ,1/1/2013,250401.12,0.00,8726.10,8726.10,241675.02,S/L,27.5,335,Capital Improvements,1.00,26.50,0.00,N,0.00
237,Cabinets & Vanities-Apt Int                  ,4/1/2013,2310.00,0.00,59.50,59.50,2250.50,S/L,27.5,335,Capital Improvements,0.75,26.75,0.00,N,0.00
238,Cabinets & Vanities-Apt Int                  ,3/1/2013,2535.00,0.00,72.98,72.98,2462.02,S/L,27.5,335,Capital Improvements,0.84,26.66,0.00,N,0.00
239,Cabinets & Vanities-Apt Int                  ,9/1/2013,15664.50,0.00,166.14,166.14,15498.36,S/L,27.5,335,Capital Improvements,0.33,27.17,0.00,N,0.00
240,Cabinets & Vanities-Apt Int                  ,10/1/2013,26640.00,0.00,201.82,201.82,26438.18,S/L,27.5,335,Capital Improvements,0.25,27.25,0.00,N,0.00
241,Cabinets & Vanities-Apt Int                  ,12/1/2013,45624.00,0.00,69.13,69.13,45554.87,S/L,27.5,335,Capital Improvements,0.08,27.42,0.00,N,0.00
242,Cabinets & Vanities-Apt Int                  ,7/1/2013,67596.00,0.00,1126.60,1126.60,66469.40,S/L,27.5,335,Capital Improvements,0.50,27.00,0.00,N,0.00
243,Communications Alarms-Office                 ,7/1/2013,1698.34,0.00,28.31,28.31,1670.03,S/L,27.5,335,Capital Improvements,0.50,27.00,0.00,N,0.00
244,Concrete Repair/Replacements                 ,4/1/2013,3400.00,0.00,1785.00,1785.00,1615.00,150DB,15.0,335,Land Improvements,0.75,14.25,0.00,N,0.00
245,Interior Painting-Apt Int                    ,12/1/2013,11278.14,0.00,17.09,17.09,11261.05,S/L,27.5,335,Capital Improvements,0.08,27.42,0.00,N,0.00
246,Resilient Flooring-Apt Int                   ,7/1/2013,18272.70,0.00,304.55,304.55,17968.15,S/L,27.5,335,Capital Improvements,0.50,27.00,0.00,N,0.00
247,Security Gates                               ,9/1/2013,1933.00,0.00,1014.83,1014.83,918.17,150DB,15.0,335,Land Improvements,0.33,14.67,0.00,N,0.00
248,Signs                                        ,5/1/2013,3960.74,0.00,2376.44,2376.44,1584.30,200DB,5.0,335,Land Improvements,0.67,4.33,0.00,N,0.00
250,Condensing Unit                              ,4/1/2012,599.00,15.43,21.78,37.21,561.79,S/L,27.5,335,Capital Improvements,1.75,25.75,0.00,N,0.00
253,Countertops                                  ,11/1/2013,2187.50,0.00,9.94,9.94,2177.56,S/L,27.5,335,Capital Improvements,0.16,27.34,0.00,N,0.00
254,Countertops                                  ,9/1/2013,7675.50,0.00,81.41,81.41,7594.09,S/L,27.5,335,Capital Improvements,0.33,27.17,0.00,N,0.00
255,Countertops                                  ,10/1/2013,15351.00,0.00,116.30,116.30,15234.70,S/L,27.5,335,Capital Improvements,0.25,27.25,0.00,N,0.00
258,Daily Labor                                  ,2/1/2013,3990.00,0.00,126.95,126.95,3863.05,S/L,27.5,335,Capital Improvements,0.91,26.59,0.00,N,0.00
259,Daily Labor                                  ,1/1/2013,6064.80,0.00,211.35,211.35,5853.45,S/L,27.5,335,Capital Improvements,1.00,26.50,0.00,N,0.00
284,Exterior Lighting                            ,5/1/2013,2908.62,0.00,1527.03,1527.03,1381.59,150DB,15.0,335,Capital Improvements,0.67,14.33,0.00,N,0.00
285,Exterior Lighting                            ,10/1/2013,3200.00,0.00,1680.00,1680.00,1520.00,150DB,15.0,335,Capital Improvements,0.25,14.75,0.00,N,0.00
310,Construction Travel                          ,12/1/2012,148.29,0.22,5.39,5.61,142.68,S/L,27.5,335,Capital Improvements,1.08,26.42,142.68,N,0.00
311,Construction Travel                          ,11/1/2012,141.82,0.64,5.16,5.80,136.02,S/L,27.5,335,Capital Improvements,1.16,26.34,136.02,N,0.00
312,Construction Travel                          ,10/1/2012,125.92,0.95,4.58,5.53,120.39,S/L,27.5,335,Capital Improvements,1.25,26.25,120.39,N,0.00
313,Construction Travel                          ,9/1/2012,168.42,1.79,6.12,7.91,160.51,S/L,27.5,335,Capital Improvements,1.33,26.17,160.51,N,0.00
314,Construction Travel                          ,8/1/2012,178.16,2.43,6.48,8.91,169.25,S/L,27.5,335,Capital Improvements,1.42,26.08,169.25,N,0.00
315,Construction Travel                          ,7/1/2012,123.65,2.06,4.50,6.56,117.09,S/L,27.5,335,Capital Improvements,1.50,26.00,117.09,N,0.00
316,Construction Travel                          ,6/1/2012,105.06,2.07,3.82,5.89,99.17,S/L,27.5,335,Capital Improvements,1.58,25.92,99.17,N,0.00
331,Field Supervision                            ,1/1/2013,1218.00,0.00,42.45,42.45,1175.55,S/L,27.5,335,Capital Improvements,1.00,26.50,0.00,Y,1175.55
332,Field Supervision                            ,2/1/2013,2409.54,0.00,76.67,76.67,2332.87,S/L,27.5,335,Capital Improvements,0.91,26.59,0.00,Y,2332.87
333,Field Supervision                            ,9/1/2013,3838.88,0.00,40.72,40.72,3798.16,S/L,27.5,335,Capital Improvements,0.33,27.17,0.00,Y,3798.16
334,Field Supervision                            ,4/1/2013,4204.90,0.00,108.31,108.31,4096.59,S/L,27.5,335,Capital Improvements,0.75,26.75,0.00,Y,4096.59
335,Field Supervision                            ,7/1/2013,4689.21,0.00,78.15,78.15,4611.06,S/L,27.5,335,Capital Improvements,0.50,27.00,0.00,Y,4611.06
336,Field Supervision                            ,11/1/2013,5151.66,0.00,23.42,23.42,5128.24,S/L,27.5,335,Capital Improvements,0.16,27.34,0.00,Y,5128.24
337,Field Supervision                            ,6/1/2013,5302.98,0.00,104.45,104.45,5198.53,S/L,27.5,335,Capital Improvements,0.58,26.92,0.00,Y,5198.53
338,Field Supervision                            ,5/1/2013,5486.30,0.00,124.69,124.69,5361.61,S/L,27.5,335,Capital Improvements,0.67,26.83,0.00,Y,5361.61
339,Field Supervision                            ,10/1/2013,5489.91,0.00,41.59,41.59,5448.32,S/L,27.5,335,Capital Improvements,0.25,27.25,0.00,Y,5448.32
340,Field Supervision                            ,3/1/2013,6008.45,0.00,172.97,172.97,5835.48,S/L,27.5,335,Capital Improvements,0.84,26.66,0.00,Y,5835.48
341,Field Supervision                            ,12/31/2013,7580.43,0.00,11.49,11.49,7568.94,S/L,27.5,335,Capital Improvements,0.00,27.50,0.00,Y,7568.94
342,Field Supervision                            ,8/1/2013,8008.33,0.00,109.20,109.20,7899.13,S/L,27.5,335,Capital Improvements,0.42,27.08,0.00,Y,7899.13
362,Finish Carpentry                             ,5/1/2013,5792.00,0.00,131.64,131.64,5660.36,S/L,27.5,335,Capital Improvements,0.67,26.83,0.00,N,0.00
363,Finish Carpentry                             ,2/1/2013,16800.00,0.00,534.55,534.55,16265.45,S/L,27.5,335,Capital Improvements,0.91,26.59,0.00,N,0.00
364,Finish Carpentry                             ,8/1/2013,64559.39,0.00,880.36,880.36,63679.03,S/L,27.5,335,Capital Improvements,0.42,27.08,0.00,N,0.00
374,Fire Protection Sprinklers-Apt Int           ,6/1/2013,12056.00,0.00,237.47,237.47,11818.53,S/L,27.5,335,Capital Improvements,0.58,26.92,0.00,N,0.00
375,Fire Protection Sprinklers-Apt Int           ,7/1/2013,12710.50,0.00,211.84,211.84,12498.66,S/L,27.5,335,Capital Improvements,0.50,27.00,0.00,N,0.00
390,Furnishings-Office                           ,2/1/2013,1000.00,0.00,571.43,571.43,428.57,200DB,7.0,335,Furniture & Fixtures,0.91,6.09,0.00,N,0.00
394,Daily Labor                                  ,12/1/2012,2872.80,4.35,104.47,108.82,2763.98,S/L,27.5,335,Capital Improvements,1.08,26.42,0.00,N,0.00
395,Daily Labor                                  ,11/1/2012,638.40,2.90,23.21,26.11,612.29,S/L,27.5,335,Capital Improvements,1.16,26.34,0.00,N,0.00
396,Daily Labor                                  ,10/1/2012,2234.40,16.93,81.25,98.18,2136.22,S/L,27.5,335,Capital Improvements,1.25,26.25,0.00,N,0.00
397,Daily Labor                                  ,9/1/2012,3032.40,32.16,110.27,142.43,2889.97,S/L,27.5,335,Capital Improvements,1.33,26.17,0.00,N,0.00
411,Exterior Lighting                            ,9/1/2012,6144.80,3226.02,291.88,3517.90,2626.90,150DB,15.0,335,Capital Improvements,1.33,13.67,0.00,N,0.00
412,Int Conc Deck & Fill                         ,6/1/2013,1524.20,0.00,30.02,30.02,1494.18,S/L,27.5,335,Capital Improvements,0.58,26.92,0.00,N,0.00
413,Int Conc Deck & Fill                         ,5/1/2013,9505.68,0.00,216.04,216.04,9289.64,S/L,27.5,335,Capital Improvements,0.67,26.83,0.00,N,0.00
414,Int Conc Deck & Fill                         ,12/1/2013,42423.22,0.00,64.28,64.28,42358.94,S/L,27.5,335,Capital Improvements,0.08,27.42,0.00,N,0.00
415,Int Conc Deck & Fill                         ,8/1/2013,67809.00,0.00,924.67,924.67,66884.33,S/L,27.5,335,Capital Improvements,0.42,27.08,0.00,N,0.00
416,Int Conc Deck & Fill                         ,11/1/2013,85346.03,0.00,387.94,387.94,84958.09,S/L,27.5,335,Capital Improvements,0.16,27.34,0.00,N,0.00
417,Int Conc Deck & Fill                         ,7/1/2013,185133.48,0.00,3085.56,3085.56,182047.92,S/L,27.5,335,Capital Improvements,0.50,27.00,0.00,N,0.00
418,Int Conc Deck & Fill                         ,9/1/2013,194416.94,0.00,2062.00,2062.00,192354.94,S/L,27.5,335,Capital Improvements,0.33,27.17,0.00,N,0.00
419,Exterior Painting                            ,12/1/2012,54.65,0.08,1.99,2.07,52.58,S/L,27.5,335,Capital Improvements,1.08,26.42,52.58,N,0.00
420,Exterior Painting                            ,10/1/2012,26815.00,203.14,975.09,1178.23,25636.77,S/L,27.5,335,Capital Improvements,1.25,26.25,0.00,N,0.00
421,Exterior Painting                            ,9/1/2012,80455.00,853.31,2925.64,3778.95,76676.05,S/L,27.5,335,Capital Improvements,1.33,26.17,0.00,N,0.00
422,Exterior Painting                            ,8/1/2012,2200.00,30.00,80.00,110.00,2090.00,S/L,27.5,335,Capital Improvements,1.42,26.08,0.00,N,0.00
432,Interior Painting-Apt Int                    ,1/1/2013,2078.74,0.00,72.44,72.44,2006.30,S/L,27.5,335,Capital Improvements,1.00,26.50,0.00,N,0.00
433,Interior Painting-Apt Int                    ,4/1/2013,2315.00,0.00,59.63,59.63,2255.37,S/L,27.5,335,Capital Improvements,0.75,26.75,0.00,N,0.00
434,Interior Painting-Apt Int                    ,3/1/2013,3076.58,0.00,88.57,88.57,2988.01,S/L,27.5,335,Capital Improvements,0.84,26.66,0.00,N,0.00
435,Interior Painting-Apt Int                    ,10/1/2013,3584.43,0.00,27.15,27.15,3557.28,S/L,27.5,335,Capital Improvements,0.25,27.25,0.00,N,0.00
436,Interior Painting-Apt Int                    ,11/1/2013,3649.98,0.00,16.59,16.59,3633.39,S/L,27.5,335,Capital Improvements,0.16,27.34,0.00,N,0.00
437,Interior Painting-Apt Int                    ,2/1/2013,3962.18,0.00,126.07,126.07,3836.11,S/L,27.5,335,Capital Improvements,0.91,26.59,0.00,N,0.00
438,Interior Painting-Apt Int                    ,9/1/2013,5126.12,0.00,54.37,54.37,5071.75,S/L,27.5,335,Capital Improvements,0.33,27.17,0.00,N,0.00
439,Interior Painting-Apt Int                    ,5/1/2013,6625.00,0.00,150.57,150.57,6474.43,S/L,27.5,335,Capital Improvements,0.67,26.83,0.00,N,0.00
440,Interior Painting-Apt Int                    ,8/1/2013,7079.85,0.00,96.54,96.54,6983.31,S/L,27.5,335,Capital Improvements,0.42,27.08,0.00,N,0.00
441,Interior Painting-Apt Int                    ,7/1/2013,8046.10,0.00,134.10,134.10,7912.00,S/L,27.5,335,Capital Improvements,0.50,27.00,0.00,N,0.00
442,Exterior Repairs & Fixtures                  ,2/1/2012,4301.91,136.88,156.43,293.31,4008.60,S/L,27.5,335,Capital Improvements,1.92,25.58,0.00,N,0.00
452,Feb Field Supervision                        ,2/1/2012,1932.00,61.47,70.25,131.72,1800.28,S/L,27.5,335,Capital Improvements,1.92,25.58,0.00,Y,1800.28
454,Feb Mgmt Fee                                 ,2/1/2012,2849.23,90.66,103.61,194.27,2654.96,S/L,27.5,335,Capital Improvements,1.92,25.58,0.00,N,0.00
458,Irrigation System                            ,10/1/2013,2457.10,0.00,1289.98,1289.98,1167.12,150DB,15.0,335,Land Improvements,0.25,14.75,0.00,N,0.00
486,Landscaping-Site                             ,5/1/2013,6600.00,0.00,3465.00,3465.00,3135.00,150DB,15.0,335,Land Improvements,0.67,14.33,0.00,N,0.00
487,Landscaping-Site                             ,7/1/2013,13880.00,0.00,7287.00,7287.00,6593.00,150DB,15.0,335,Land Improvements,0.50,14.50,0.00,N,0.00
544,Field Supervision                            ,12/1/2012,1612.80,2.44,58.65,61.09,1551.71,S/L,27.5,335,Capital Improvements,1.08,26.42,0.00,Y,1551.71
545,Field Supervision                            ,11/1/2012,2520.00,11.45,91.64,103.09,2416.91,S/L,27.5,335,Capital Improvements,1.16,26.34,0.00,Y,2416.91
546,Field Supervision                            ,10/1/2012,1668.24,12.64,60.66,73.30,1594.94,S/L,27.5,335,Capital Improvements,1.25,26.25,0.00,Y,1594.94
547,Field Supervision                            ,9/1/2012,1260.00,13.36,45.82,59.18,1200.82,S/L,27.5,335,Capital Improvements,1.33,26.17,0.00,Y,1200.82
548,Field Supervision                            ,8/1/2012,2526.34,34.45,91.87,126.32,2400.02,S/L,27.5,335,Capital Improvements,1.42,26.08,0.00,Y,2400.02
549,Field Supervision                            ,7/1/2012,1848.00,30.80,67.20,98.00,1750.00,S/L,27.5,335,Capital Improvements,1.50,26.00,0.00,Y,1750.00
550,Field Supervision                            ,6/1/2012,2032.80,40.04,73.92,113.96,1918.84,S/L,27.5,335,Capital Improvements,1.58,25.92,0.00,Y,1918.84
551,Field Supervision                            ,1/1/2012,1484.13,51.72,53.97,105.69,1378.44,S/L,27.5,335,Capital Improvements,2.00,25.50,0.00,Y,1378.44
577,Lighting & Fixtures-Apt Int                  ,6/1/2013,1380.07,0.00,27.18,27.18,1352.89,S/L,27.5,335,Capital Improvements,0.58,26.92,0.00,N,0.00
578,Lighting & Fixtures-Apt Int                  ,1/1/2013,2812.34,0.00,98.01,98.01,2714.33,S/L,27.5,335,Capital Improvements,1.00,26.50,0.00,N,0.00
579,Lighting & Fixtures-Apt Int                  ,3/1/2013,3886.31,0.00,111.88,111.88,3774.43,S/L,27.5,335,Capital Improvements,0.84,26.66,0.00,N,0.00
580,Lighting & Fixtures-Apt Int                  ,9/1/2013,4258.65,0.00,45.17,45.17,4213.48,S/L,27.5,335,Capital Improvements,0.33,27.17,0.00,N,0.00
581,Lighting & Fixtures-Apt Int                  ,2/1/2013,4343.02,0.00,138.19,138.19,4204.83,S/L,27.5,335,Capital Improvements,0.91,26.59,0.00,N,0.00
582,Lighting & Fixtures-Apt Int                  ,12/1/2013,4512.24,0.00,6.84,6.84,4505.40,S/L,27.5,335,Capital Improvements,0.08,27.42,0.00,N,0.00
583,Lighting & Fixtures-Apt Int                  ,4/1/2013,4532.61,0.00,116.75,116.75,4415.86,S/L,27.5,335,Capital Improvements,0.75,26.75,0.00,N,0.00
584,Lighting & Fixtures-Apt Int                  ,5/1/2013,6936.45,0.00,157.65,157.65,6778.80,S/L,27.5,335,Capital Improvements,0.67,26.83,0.00,N,0.00
585,Lighting & Fixtures-Apt Int                  ,8/1/2013,7046.15,0.00,96.08,96.08,6950.07,S/L,27.5,335,Capital Improvements,0.42,27.08,0.00,N,0.00
586,Lighting & Fixtures-Apt Int                  ,10/1/2013,9192.48,0.00,69.64,69.64,9122.84,S/L,27.5,335,Capital Improvements,0.25,27.25,0.00,N,0.00
587,Lighting & Fixtures-Apt Int                  ,11/1/2013,11737.06,0.00,53.35,53.35,11683.71,S/L,27.5,335,Capital Improvements,0.16,27.34,0.00,N,0.00
